1,4,9,16,25,36,49,64,81,100,121,144,169,196,225,256,289,324,361,400,441,484,529,576,625,676,729,784,841,900,961,1024,1089,1156,1225,1296,1369,1444,1521,1600
1,1,,2,3,,6,8,,12,14,,19,22,,29,33,,41,45,,54,59,,70,76,,88,94,,107,114,,129,137,,153,161,,178
,,1,,,4,,,9,,,16,,,25,,,36,,,49,,,64,,,81,,,100,,,121,,,144,,,169,
0,0,,1,2,,5,7,,11,13,,18,21,,28,32,,40,44,,53,58,,69,75,,87,93,,106,113,,128,136,,152,160,,177
